transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000253686	MRPS25	ENSG00000131368	MRPS25	3	15083967	15106842	15093951	15106701	-
ENST00000253693	CAPN7	ENSG00000131375	CAPN7	3	15247659	15294425	15248003	15292764	+
ENST00000253697	C3orf20	ENSG00000131379	C3orf20	3	14716606	14814541	14724221	14814379	+
ENST00000253699	ZFYVE20	ENSG00000131381	ZFYVE20	3	15111580	15140670	15115292	15137627	-
ENST00000253719	NAPSA	ENSG00000131400	NAPSA	19	50861734	50869087	50861813	50868878	-
ENST00000253727	NR1H2	ENSG00000131408	NR1H2	19	50832910	50886239	50880863	50885856	+
ENST00000253754	PDLIM4	ENSG00000131435	PDLIM4	5	131593364	131609147	131593428	131607919	+
ENST00000253778	GFPT2	ENSG00000131459	GFPT2	5	179727690	179780387	179728567	179780217	-
ENST00000253794	VPS25	ENSG00000131475	VPS25	17	40925454	40931617	40925494	40931084	+
ENST00000253796	RAMP2	ENSG00000131477	RAMP2	17	40910465	40915059	40913280	40914867	+
ENST00000253799	AOC2	ENSG00000131480	AOC2	17	40996617	41002724	40996644	41002362	+
ENST00000253801	G6PC	ENSG00000131482	G6PC	17	41052814	41065386	41052894	41063440	+
ENST00000253807	PCDHAC1	ENSG00000248383	PCDHAC1	5	140306302	140391929	140306478	140389519	+
ENST00000253812	PCDHGA3	ENSG00000254245	PCDHGA3	5	140723601	140892546	140723601	140890737	+
ENST00000253814	NDFIP1	ENSG00000131507	NDFIP1	5	141488070	141534005	141488540	141524236	+
ENST00000253861	EXOC4	ENSG00000131558	EXOC4	7	132937829	133751342	132937858	133749278	+
ENST00000253925	PPFIA1	ENSG00000131626	PPFIA1	11	70116806	70230509	70118279	70228249	+
ENST00000253968	BARX1	ENSG00000131668	BARX1	9	96713905	96717654	96714449	96717428	-
ENST00000254029	WDR44	ENSG00000131725	WDR44	X	117480036	117583924	117480467	117582947	+
ENST00000254037	ZCCHC9	ENSG00000131732	ZCCHC9	5	80597409	80609116	80600577	80608478	+
ENST00000254043	KRT15	ENSG00000171346	KRT15	17	39669995	39678781	39670278	39675079	-
ENST00000254051	TNS4	ENSG00000131746	TNS4	17	38632080	38657849	38633843	38652677	-
ENST00000254066	RARA	ENSG00000131759	RARA	17	38465444	38513094	38487471	38512475	+
ENST00000254072	KRTAP9-8	ENSG00000187272	KRTAP9-8	17	39394297	39395256	39394304	39394780	+
ENST00000254079	PPP1R1B	ENSG00000131771	PPP1R1B	17	37782993	37792879	37783646	37792115	+
ENST00000254090	FMO5	ENSG00000131781	FMO5	1	146646930	146714700	146658482	146696621	-
ENST00000254101	PRKAB2	ENSG00000131791	PRKAB2	1	146626685	146644129	146631147	146643723	-
ENST00000254108	FUS	ENSG00000089280	FUS	16	31191431	31203127	31191536	31202756	+
ENST00000254166	ZNF132	ENSG00000131849	ZNF132	19	58944181	58951589	58944693	58951188	-
ENST00000254181	USP29	ENSG00000131864	USP29	19	57630506	57643294	57640044	57642809	+
ENST00000254190	CHSY1	ENSG00000131873	CHSY1	15	101715928	101792137	101717596	101791661	-
ENST00000254193	SNRPA1	ENSG00000131876	SNRPA1	15	101821715	101835487	101821932	101835383	-
ENST00000254227	NR0B2	ENSG00000131910	NR0B2	1	27237980	27240457	27238339	27240431	-
ENST00000254250	THAP1	ENSG00000131931	THAP1	8	42691817	42698468	42693108	42698237	-
ENST00000254260	RHPN2	ENSG00000131941	RHPN2	19	33469499	33555794	33470905	33555758	-
ENST00000254286	ACTR10	ENSG00000131966	ACTR10	14	58666798	58701750	58666936	58701266	+
ENST00000254301	LGALS3	ENSG00000131981	LGALS3	14	55590828	55612126	55604092	55611986	+
ENST00000254321	ZNF700	ENSG00000196757	ZNF700	19	12035883	12061588	12036026	12061065	+
ENST00000254322	DNAJB1	ENSG00000132002	DNAJB1	19	14625582	14640582	14626755	14629161	-
ENST00000254323	ZSWIM4	ENSG00000132003	ZSWIM4	19	13906274	13943044	13906463	13941861	+
ENST00000254325	RFX1	ENSG00000132005	RFX1	19	14072350	14117851	14073510	14104655	-
ENST00000254337	DCAF15	ENSG00000132017	DCAF15	19	14063304	14072254	14063325	14071804	+
ENST00000254436	TRIM21	ENSG00000132109	TRIM21	11	4406127	4414926	4406518	4411639	-
ENST00000254442	WDR7	ENSG00000091157	WDR7	18	54318574	54698828	54339747	54694435	+
ENST00000254457	LHX1	ENSG00000132130	LHX1	17	35294084	35301917	35295495	35300425	+
ENST00000254466	GAS2L2	ENSG00000132139	GAS2L2	17	34071530	34079897	34071876	34079869	-
ENST00000254480	SMARCC1	ENSG00000173473	SMARCC1	3	47626762	47823596	47629702	47823287	-
ENST00000254488	SLC6A11	ENSG00000132164	SLC6A11	3	10857885	10982419	10857951	10980085	+
ENST00000254508	NUP210	ENSG00000132182	NUP210	3	13357737	13461809	13359184	13461726	-
ENST00000254521	HSD17B7	ENSG00000132196	HSD17B7	1	162760492	162782607	162760591	162782207	+
ENST00000254528	EMILIN2	ENSG00000132205	EMILIN2	18	2847028	2915991	2847187	2913399	+
ENST00000254579	DNHD1	ENSG00000179532	DNHD1	11	6518490	6614988	6519446	6593213	+
ENST00000254584	ARFIP2	ENSG00000132254	ARFIP2	11	6496910	6502666	6498346	6501651	-
ENST00000254605	RRP8	ENSG00000132275	RRP8	11	6616305	6624850	6621379	6624732	-
ENST00000254616	TIMM10B	ENSG00000132286	TIMM10B	11	6502677	6505909	6502747	6503448	+
ENST00000254624	EFR3A	ENSG00000132294	EFR3A	8	132916335	133025889	132916560	133023139	+
ENST00000254627	OC90	ENSG00000253117	OC90	8	133036467	133071627	133036731	133067273	-
ENST00000254630	PTCD3	ENSG00000132300	PTCD3	2	86333305	86369280	86333371	86364679	+
ENST00000254654	ILKAP	ENSG00000132323	ILKAP	2	239079042	239112370	239079180	239112194	-
ENST00000254657	PER2	ENSG00000132326	PER2	2	239152679	239198743	239155019	239186577	-
ENST00000254661	RAMP1	ENSG00000132329	RAMP1	2	238767536	238820756	238768319	238820422	+
ENST00000254663	SCLY	ENSG00000132330	SCLY	2	238969530	239008054	238969672	239006993	+
ENST00000254667	PTPRE	ENSG00000132334	PTPRE	10	129705325	129884119	129839146	129881167	+
ENST00000254691	CARD6	ENSG00000132357	CARD6	5	40841286	40860275	40841485	40854545	+
ENST00000254695	RAP1GAP2	ENSG00000132359	RAP1GAP2	17	2680350	2941033	2699822	2935710	+
ENST00000254719	RPA1	ENSG00000132383	RPA1	17	1732996	1803376	1733388	1800466	+
ENST00000254722	SERPINF1	ENSG00000132386	SERPINF1	17	1665253	1680868	1670205	1680737	+
ENST00000254730	EEFSEC	ENSG00000132394	EEFSEC	3	127872297	128127485	127872351	128127099	+
ENST00000254742	TMEM128	ENSG00000132406	TMEM128	4	4237269	4249950	4239566	4249352	-
ENST00000254759	COQ3	ENSG00000132423	COQ3	6	99817276	99842080	99817479	99842055	-
ENST00000254765	POPDC3	ENSG00000132429	POPDC3	6	105606155	105627870	105606348	105609784	-
ENST00000254770	LANCL2	ENSG00000132434	LANCL2	7	55433141	55501435	55433719	55499010	+
ENST00000254799	GRSF1	ENSG00000132463	GRSF1	4	71681499	71705662	71690039	71705544	-
ENST00000254801	IGJ	ENSG00000132465	IGJ	4	71521258	71547534	71522049	71532207	-
ENST00000254803	UTP3	ENSG00000132467	UTP3	4	71554196	71556267	71554395	71555831	+
ENST00000254810	H3F3B	ENSG00000132475	H3F3B	17	73772515	73781974	73774679	73775255	-
ENST00000254816	TRIM47	ENSG00000132481	TRIM47	17	73870242	73874656	73870567	73874629	-
ENST00000254835	ANKRD20A3	ENSG00000132498	ANKRD20A3	9	43064966	43133544	43091355	43133432	-
ENST00000254846	KDM6B	ENSG00000132510	KDM6B	17	7743222	7758114	7748873	7756836	+
ENST00000254854	GUCY2D	ENSG00000132518	GUCY2D	17	7905912	7923657	7906366	7919845	+
ENST00000254868	CLEC10A	ENSG00000132514	CLEC10A	17	6977856	6983626	6978376	6982131	-
ENST00000254878	HRSP12	ENSG00000132541	HRSP12	8	99114572	99129469	99115073	99129324	-
ENST00000254900	BRD8	ENSG00000112983	BRD8	5	137475455	137514675	137475766	137514303	-
ENST00000254901	REEP2	ENSG00000132563	REEP2	5	137774706	137782658	137774898	137781437	+
ENST00000254928	ERAL1	ENSG00000132591	ERAL1	17	27181956	27188085	27182053	27187568	+
ENST00000254940	NIP7	ENSG00000132603	NIP7	16	69373333	69377014	69373733	69375552	+
ENST00000254950	VPS4A	ENSG00000132612	VPS4A	16	69345259	69358949	69345415	69358209	+
ENST00000254958	JAG1	ENSG00000101384	JAG1	20	10618332	10654694	10620149	10654178	-
ENST00000254963	HSPA12B	ENSG00000132622	HSPA12B	20	3713314	3733758	3719322	3732810	+
ENST00000254976	SNAP25	ENSG00000132639	SNAP25	20	10199478	10288066	10256140	10286842	+
ENST00000254998	NXT1	ENSG00000132661	NXT1	20	23331373	23335414	23334679	23335098	+
ENST00000255006	RIN2	ENSG00000132669	RIN2	20	19867165	19983101	19867314	19981577	+
ENST00000255008	SSTR4	ENSG00000132671	SSTR4	20	23016057	23017314	23016121	23017284	+
ENST00000255030	CRP	ENSG00000132693	CRP	1	159682079	159684379	159683318	159684275	-
ENST00000255039	HAPLN2	ENSG00000132702	HAPLN2	1	156589086	156595517	156593283	156595173	+
ENST00000255040	APCS	ENSG00000132703	APCS	1	159557615	159558655	159557712	159558495	+
ENST00000255078	IGHMBP2	ENSG00000132740	IGHMBP2	11	68671310	68708070	68671421	68707196	+
ENST00000255082	ACY3	ENSG00000132744	ACY3	11	67410026	67418130	67410198	67414514	-
ENST00000255087	MTL5	ENSG00000132749	MTL5	11	68474908	68519032	68475779	68518128	-
ENST00000255108	DPH2	ENSG00000132768	DPH2	1	44435672	44439041	44435848	44438208	+
ENST00000255136	PABPC1L	ENSG00000101104	PABPC1L	20	43538703	43587676	43538785	43567380	+
ENST00000255152	ZSWIM3	ENSG00000132801	ZSWIM3	20	44486256	44507761	44486465	44507285	+
ENST00000255189	DMGDH	ENSG00000132837	DMGDH	5	78293438	78531861	78293908	78365443	-
ENST00000255192	BHMT2	ENSG00000132840	BHMT2	5	78365540	78385289	78365606	78384394	+
ENST00000255194	AP3B1	ENSG00000132842	AP3B1	5	77296349	77590579	77298729	77590403	-
ENST00000255198	ZBED3	ENSG00000132846	ZBED3	5	76367897	76383148	76373002	76373703	-
ENST00000255224	SYT4	ENSG00000132872	SYT4	18	40847843	40857615	40850309	40857246	-
ENST00000255226	SLC14A2	ENSG00000132874	SLC14A2	18	42792960	43263072	43204630	43262481	+
ENST00000255262	NMUR2	ENSG00000132911	NMUR2	5	151771093	151812929	151771755	151784674	-
ENST00000255266	PDE6A	ENSG00000132915	PDE6A	5	149237519	149324356	149240461	149324236	-
ENST00000255304	USPL1	ENSG00000132952	USPL1	13	31191830	31233686	31195278	31233490	+
ENST00000255305	XPO4	ENSG00000132953	XPO4	13	21351469	21477187	21357864	21476877	-
ENST00000255324	RNF17	ENSG00000132972	RNF17	13	25338290	25454059	25338342	25453420	+
ENST00000255380	CHRM3	ENSG00000133019	CHRM3	1	239549865	240078750	240070752	240072521	+
ENST00000255381	MYH4	ENSG00000264424	MYH4	17	10346607	10372876	10346695	10370062	-
ENST00000255389	PEMT	ENSG00000133027	PEMT	17	17408877	17495022	17409108	17494940	-
ENST00000255390	SCO1	ENSG00000133028	SCO1	17	10583654	10601692	10584439	10600824	-
ENST00000255409	CHI3L1	ENSG00000133048	CHI3L1	1	203148059	203155877	203148576	203155751	-
ENST00000255416	MYBPH	ENSG00000133055	MYBPH	1	203136939	203144941	203137790	203144883	-
ENST00000255448	DCLK1	ENSG00000133083	DCLK1	13	36345478	36705443	36348782	36700274	-
ENST00000255465	CCNA1	ENSG00000133101	CCNA1	13	37005967	37017019	37006759	37016799	+
ENST00000255476	RFXAP	ENSG00000133111	RFXAP	13	37393361	37403241	37393495	37401887	+
ENST00000255499	RNF128	ENSG00000133135	RNF128	X	105937024	106040223	105970144	106038940	+
ENST00000255608	BTBD2	ENSG00000133243	BTBD2	19	1985447	2034880	1986490	2015702	-
ENST00000255613	SUV420H2	ENSG00000133247	SUV420H2	19	55851221	55859488	55853305	55858814	+
ENST00000255631	HSPBP1	ENSG00000133265	HSPBP1	19	55773599	55791749	55773979	55790976	-
ENST00000255641	CSNK1G2	ENSG00000133275	CSNK1G2	19	1941188	1981337	1969772	1980199	+
ENST00000255674	RTTN	ENSG00000176225	RTTN	18	67671029	67873181	67671390	67872894	-
ENST00000255681	MACROD1	ENSG00000133315	MACROD1	11	63766030	63933578	63766343	63933466	-
ENST00000255688	RARRES3	ENSG00000133321	RARRES3	11	63304281	63313934	63304341	63313725	+
ENST00000255695	HRASLS2	ENSG00000133328	HRASLS2	11	63320242	63330855	63320439	63330796	-
ENST00000255759	FOPNL	ENSG00000133393	FOPNL	16	15959577	15982482	15961300	15982442	-
ENST00000255764	MED10	ENSG00000133398	MED10	5	6371994	6378707	6372619	6378596	-
ENST00000255784	CCDC134	ENSG00000100147	CCDC134	22	42196683	42222303	42204895	42221824	+
ENST00000255858	SEC14L4	ENSG00000133488	SEC14L4	22	30884900	30901698	30886097	30901598	-
ENST00000255882	PI4KA	ENSG00000241973	PI4KA	22	21061979	21213705	21062338	21213013	-
ENST00000255945	GIMAP4	ENSG00000133574	GIMAP4	7	150264365	150271041	150266990	150270145	+
ENST00000255977	MKRN1	ENSG00000133606	MKRN1	7	140152840	140179369	140154320	140179144	-
ENST00000255992	KRBA1	ENSG00000133619	KRBA1	7	149411872	149431664	149416730	149431133	+
ENST00000256001	ACTR3B	ENSG00000133627	ACTR3B	7	152456834	152552463	152456968	152551635	+
ENST00000256010	NTS	ENSG00000133636	NTS	12	86268073	86276770	86268182	86276150	+
ENST00000256015	BTG1	ENSG00000133639	BTG1	12	92536286	92539673	92537859	92539311	-
ENST00000256078	KRAS	ENSG00000133703	KRAS	12	25357723	25403870	25368378	25398318	-
ENST00000256079	IPO8	ENSG00000133704	IPO8	12	30781922	30848920	30783797	30848581	-
ENST00000256103	PMP2	ENSG00000147588	PMP2	8	82352561	82359758	82355636	82359621	-
ENST00000256104	FABP4	ENSG00000170323	FABP4	8	82390654	82395498	82391103	82395402	-
ENST00000256151	CCDC59	ENSG00000133773	CCDC59	12	82617460	82752584	82746933	82752155	-
ENST00000256178	LYVE1	ENSG00000133800	LYVE1	11	10578513	10633236	10580661	10590079	-
ENST00000256186	MICALCL	ENSG00000133808	MICALCL	11	12297627	12380691	12313716	12380023	+
ENST00000256190	SBF2	ENSG00000133812	SBF2	11	9800214	10315754	9801968	10315616	-
ENST00000256194	MICAL2	ENSG00000133816	MICAL2	11	12115543	12285334	12183703	12284064	+
ENST00000256196	RRAS2	ENSG00000133818	RRAS2	11	14299472	14386052	14300886	14380416	-
ENST00000256246	TEX15	ENSG00000133863	TEX15	8	30689060	30748122	30690805	30706533	-
ENST00000256255	TMEM66	ENSG00000133872	TMEM66	8	29920528	29940723	29921407	29940465	-
ENST00000256257	RNF122	ENSG00000133874	RNF122	8	33405273	33424643	33406274	33424241	-
ENST00000256261	DUSP26	ENSG00000133878	DUSP26	8	33448856	33457624	33449534	33455033	-
ENST00000256319	C14orf1	ENSG00000133935	C14orf1	14	76116134	76127532	76117901	76123845	-
ENST00000256339	UNC79	ENSG00000133958	UNC79	14	93799565	94174222	93943987	94173247	+
ENST00000256343	CATSPERB	ENSG00000133962	CATSPERB	14	92047040	92247051	92047236	92195823	-
ENST00000256362	VRTN	ENSG00000133980	VRTN	14	74769772	74826711	74823487	74825592	+
ENST00000256366	SYNJ2BP	ENSG00000213463	SYNJ2BP	14	70838148	70883778	70839711	70883680	-
ENST00000256367	TTC9	ENSG00000133985	TTC9	14	71108504	71142077	71108847	71137869	+
ENST00000256379	MED6	ENSG00000133997	MED6	14	71047974	71067384	71051533	71067354	-
ENST00000256383	EIF2S1	ENSG00000134001	EIF2S1	14	67826714	67853233	67831485	67850154	+
ENST00000256389	ADAM20	ENSG00000134007	ADAM20	14	70989075	71001732	70989297	70991624	-
ENST00000256398	ELP3	ENSG00000134014	ELP3	8	27947190	28048673	27950732	28047239	+
ENST00000256404	PEBP4	ENSG00000134020	PEBP4	8	22570769	22857513	22570886	22785227	-
ENST00000256412	ADAMDEC1	ENSG00000134028	ADAMDEC1	8	24241798	24263526	24242018	24262808	+
ENST00000256429	MBD2	ENSG00000134046	MBD2	18	51679079	51751158	51686150	51750929	-
ENST00000256433	IER3IP1	ENSG00000134049	IER3IP1	18	44681413	44702745	44682551	44702648	-
ENST00000256441	MRPS36	ENSG00000134056	MRPS36	5	68513587	68525956	68513657	68525049	+
ENST00000256442	CCNB1	ENSG00000134057	CCNB1	5	68462837	68474072	68463090	68473455	+
ENST00000256443	CDK7	ENSG00000134058	CDK7	5	68530668	68573250	68530803	68572959	+
ENST00000256447	CD180	ENSG00000134061	CD180	5	66478103	66492627	66478688	66492469	-
ENST00000256458	IRAK2	ENSG00000134070	IRAK2	3	10206549	10285427	10206639	10283909	+
ENST00000256460	CAMK1	ENSG00000134072	CAMK1	3	9799026	9811676	9799226	9809433	-
ENST00000256474	VHL	ENSG00000134086	VHL	3	10182692	10193904	10183532	10191646	+
ENST00000256495	BHLHE40	ENSG00000134107	BHLHE40	3	5020801	5027008	5021404	5025374	+
ENST00000256496	ARL8B	ENSG00000134108	ARL8B	3	5163905	5222596	5164151	5220395	+
ENST00000256497	EDEM1	ENSG00000134109	EDEM1	3	5229331	5261642	5229491	5257600	+
ENST00000256509	CHL1	ENSG00000134121	CHL1	3	238279	451090	361460	447391	+
ENST00000256538	DPH6	ENSG00000134146	DPH6	15	35509546	35838394	35664354	35838342	-
ENST00000256544	KATNBL1	ENSG00000134152	KATNBL1	15	34432875	34502297	34434543	34455877	-
ENST00000256545	EMC7	ENSG00000134153	EMC7	15	34376218	34394149	34376538	34394040	-
ENST00000256578	AMPD2	ENSG00000116337	AMPD2	1	110158726	110174673	110163636	110173771	+
ENST00000256592	TSHB	ENSG00000134200	TSHB	1	115572415	115576941	115575984	115576845	+
ENST00000256593	GSTM5	ENSG00000134201	GSTM5	1	110254864	110318050	110254935	110260045	+
ENST00000256637	SORT1	ENSG00000134243	SORT1	1	109852192	109940573	109856668	109940514	-
ENST00000256644	LAMTOR5	ENSG00000134248	LAMTOR5	1	110943871	110950564	110944148	110950488	-
ENST00000256646	NOTCH2	ENSG00000134250	NOTCH2	1	120454176	120612240	120457932	120612020	-
ENST00000256649	TRIM45	ENSG00000134253	TRIM45	1	117653682	117665209	117654930	117663823	-
ENST00000256652	CD101	ENSG00000134256	CD101	1	117544382	117579167	117544440	117576720	+
ENST00000256682	ARF3	ENSG00000134287	ARF3	12	49329506	49351334	49332733	49334878	-
ENST00000256689	SLC38A2	ENSG00000134294	SLC38A2	12	46751972	46766650	46754897	46765076	-
ENST00000256707	KIDINS220	ENSG00000134313	KIDINS220	2	8865408	8977760	8870853	8967223	-
ENST00000256722	CMPK2	ENSG00000134326	CMPK2	2	6980701	7006766	6989984	7005827	-
ENST00000256737	ANO3	ENSG00000134343	ANO3	11	26210829	26684835	26353823	26681988	+
ENST00000256759	FST	ENSG00000134363	FST	5	52776239	52782964	52776622	52781860	+
ENST00000256785	CFHR5	ENSG00000134389	CFHR5	1	196946667	196978804	196946795	196977810	+
ENST00000256797	ERN2	ENSG00000134398	ERN2	16	23701647	23724821	23702155	23724652	-
ENST00000256854	NARS	ENSG00000134440	NARS	18	55267888	55289445	55268887	55288949	-
ENST00000256857	GRP	ENSG00000134443	GRP	18	56887400	56898006	56887498	56897697	+
ENST00000256861	ITIH5	ENSG00000123243	ITIH5	10	7601232	7708961	7605007	7708855	-
ENST00000256897	CCNH	ENSG00000134480	CCNH	5	86687311	86708836	86690266	86708611	-
ENST00000256906	HRH4	ENSG00000134489	HRH4	18	22040593	22059921	22040693	22057523	+
ENST00000256925	CABLES1	ENSG00000134508	CABLES1	18	20714528	20840431	20715727	20837328	+
ENST00000256935	DOCK2	ENSG00000134516	DOCK2	5	169064251	169510386	169064331	169509859	+
ENST00000256951	EMP1	ENSG00000134531	EMP1	12	13349650	13369708	13364445	13367622	+
ENST00000256953	RERG	ENSG00000134533	RERG	12	15260717	15501609	15262047	15370423	-
ENST00000256958	SLCO1B1	ENSG00000134538	SLCO1B1	12	21284136	21392180	21294509	21392120	+
ENST00000256969	C12orf39	ENSG00000134548	C12orf39	12	21679241	21690311	21679407	21684126	+
ENST00000256996	DDB2	ENSG00000134574	DDB2	11	47236493	47260767	47236688	47260397	+
ENST00000256997	ACP2	ENSG00000134575	ACP2	11	47260853	47270457	47261670	47270340	-
ENST00000256999	FOLH1	ENSG00000086205	FOLH1	11	49168187	49230222	49168311	49229961	-
ENST00000257013	FAM127A	ENSG00000134590	FAM127A	X	134166333	134167576	134166414	134166752	+
ENST00000257017	RAB33A	ENSG00000134594	RAB33A	X	129305623	129318844	129306037	129318711	+
ENST00000257068	MTNR1B	ENSG00000134640	MTNR1B	11	92702886	92718232	92702892	92715475	+
ENST00000257118	PHC2	ENSG00000134686	PHC2	1	33789224	33896653	33790469	33841140	-
ENST00000257177	ZCCHC11	ENSG00000134744	ZCCHC11	1	52873954	53019159	52889610	52991952	-
ENST00000257181	PRPF38A	ENSG00000134748	PRPF38A	1	52870236	52886511	52870422	52882359	+
ENST00000257189	DSG3	ENSG00000134757	DSG3	18	29027758	29058665	29027841	29056220	+
ENST00000257192	DSG1	ENSG00000134760	DSG1	18	28898052	28936992	28898264	28935306	+
ENST00000257198	DSC1	ENSG00000134765	DSC1	18	28709199	28742819	28710480	28742557	-
ENST00000257209	FHOD3	ENSG00000134775	FHOD3	18	33877677	34360018	33877799	34359490	+
ENST00000257215	DAGLA	ENSG00000134780	DAGLA	11	61447905	61514473	61487628	61511958	+
ENST00000257245	TIMM10	ENSG00000134809	TIMM10	11	57295936	57298276	57296193	57297662	-
ENST00000257248	GIF	ENSG00000134812	GIF	11	59596741	59612974	59596960	59612926	-
ENST00000257264	TCN1	ENSG00000134827	TCN1	11	59620273	59634048	59620451	59633943	-
ENST00000257287	CEP135	ENSG00000174799	CEP135	4	56815037	56899529	56818297	56890766	+
ENST00000257290	PDGFRA	ENSG00000134853	PDGFRA	4	55095264	55164414	55124936	55161436	+
ENST00000257336	BIVM	ENSG00000134897	BIVM	13	103451399	103493885	103459618	103492212	+
ENST00000257347	CARS2	ENSG00000134905	CARS2	13	111293759	111365950	111293887	111358440	-
ENST00000257359	ADAMTS8	ENSG00000134917	ADAMTS8	11	130274820	130298888	130275456	130298181	-
ENST00000257408	KLB	ENSG00000134962	KLB	4	39408473	39453156	39408570	39450303	+
ENST00000257515	FAM189A2	ENSG00000135063	FAM189A2	9	71939488	72007371	71951174	72006717	+
ENST00000257527	ADAM19	ENSG00000135074	ADAM19	5	156822542	157002783	156907960	157002704	-
ENST00000257548	USP30	ENSG00000135093	USP30	12	109460894	109525831	109490484	109523733	+
ENST00000257549	SDS	ENSG00000135094	SDS	12	113830250	113864106	113830749	113837513	-
ENST00000257552	MSI1	ENSG00000135097	MSI1	12	120779133	120806983	120783397	120806894	-
ENST00000257555	HNF1A	ENSG00000135100	HNF1A	12	121416346	121440315	121416572	121438992	+
ENST00000257566	TBX3	ENSG00000135111	TBX3	12	115108059	115121969	115109649	115121005	-
