gene	gene_id	transcript	transcript_mis_oe	transcript_cds_length	n_mcrs	min_mcr_mis_oe	min_mcr_oe_cds_length	loeuf	loeuf_decile	genebayes_shet_decile	roulette_shet_decile	omim_disease_inheritance	ddg2p_monoallelic_strong_def
GAS1	ENSG00000180447	ENST00000298743	1.0418	1035	1	1.041762361	NA	0.3739686873	2	8	10	No OMIM disease association	FALSE
TRUB1	ENSG00000165832	ENST00000298746	0.89528	1047	1	0.8952890742	NA	1.001227096	6	2	3	No OMIM disease association	FALSE
WAPL	ENSG00000062650	ENST00000298767	0.70813	3570	7	0.3707543909	804	0.09800824932	1	10	10	No OMIM disease association	FALSE
SHLD2	ENSG00000122376	ENST00000298786	0.70553	2712	5	0.04764854434	55	0.7262977746	4	4	6	No OMIM disease association	FALSE
ARHGAP42	ENSG00000165895	ENST00000298815	0.7479	2622	3	0.1665001665	44	0.6178518373	3	10	NA	No OMIM disease association	FALSE
TTLL5	ENSG00000119685	ENST00000298832	0.97694	3843	1	0.976920645	NA	0.9579438646	6	5	4	Autosomal recessive only	FALSE
PACSIN3	ENSG00000165912	ENST00000298838	0.90316	1272	1	0.903166993	NA	0.7045295448	4	7	7	No OMIM disease association	FALSE
PSMC3	ENSG00000165916	ENST00000298852	0.41966	1317	6	0.2197388247	240	0.3071714049	1	9	9	Autosomal recessive only	FALSE
RAPSN	ENSG00000165917	ENST00000298854	0.92781	1236	1	0.9278129358	NA	0.9431403294	6	6	5	Autosomal recessive only	FALSE
CPSF2	ENSG00000165934	ENST00000298875	0.68973	2346	2	0.5615734703	956	0.8486432022	5	6	5	No OMIM disease association	FALSE
SMCO2	ENSG00000165935	ENST00000298876	1.0103	879	1	1.010276955	NA	1.371833589	8	2	NA	No OMIM disease association	FALSE
CAPRIN2	ENSG00000110888	ENST00000298892	0.95062	3231	2	0.5695401491	362	0.8200469437	5	8	7	No OMIM disease association	FALSE
LRRK2	ENSG00000188906	ENST00000298910	0.959	7581	3	0.729800675	877	0.8184346837	5	6	5	Autosomal dominant only	FALSE
CLMN	ENSG00000165959	ENST00000298912	0.93579	3006	1	0.9357575758	NA	0.6822917414	4	6	5	No OMIM disease association	FALSE
C1QL3	ENSG00000165985	ENST00000298943	0.73573	765	2	0.3362425625	166	0.7210842734	4	9	9	No OMIM disease association	FALSE
SMCO4	ENSG00000166002	ENST00000298966	0.86687	177	1	0.866873065	NA	3.818131736	10	5	1	No OMIM disease association	FALSE
R3HCC1L	ENSG00000166024	ENST00000298999	1.0342	2334	1	1.034253623	NA	1.165831844	7	4	4	No OMIM disease association	FALSE
PIWIL4	ENSG00000134627	ENST00000299001	0.85018	2556	2	0.7968170332	2284	0.670152488	3	5	5	No OMIM disease association	FALSE
LIPC	ENSG00000166035	ENST00000299022	1.0752	1497	1	1.075202468	NA	1.123640745	7	2	3	Other inheritance type	FALSE
TCP11L2	ENSG00000166046	ENST00000299045	0.99568	1557	1	0.9956724043	NA	1.12235324	7	2	2	No OMIM disease association	FALSE
SPRED1	ENSG00000166068	ENST00000299084	0.88016	1332	5	0.1793185894	40	0.7057619962	4	10	10	Autosomal dominant only	TRUE
C14orf93	ENSG00000100802	ENST00000299088	0.85285	1614	1	0.8528501989	NA	0.7955042639	4	7	6	No OMIM disease association	FALSE
JAM3	ENSG00000166086	ENST00000299106	1.1627	930	1	1.162642136	NA	0.9469132963	6	6	5	Autosomal recessive only	FALSE
VPS35	ENSG00000069329	ENST00000299138	0.58269	2388	5	0.1252400434	58	0.3464674529	1	9	7	Autosomal dominant only	FALSE
SPATA19	ENSG00000166118	ENST00000299140	1.0501	501	1	1.050042569	NA	1.064525173	7	1	1	No OMIM disease association	FALSE
AMN	ENSG00000166126	ENST00000299155	1.0576	1359	1	1.057650236	NA	0.6479764202	3	3	3	Other inheritance type	FALSE
IKBIP	ENSG00000166130	ENST00000299157	1.0252	1131	1	1.025211605	NA	2.384464196	10	2	4	No OMIM disease association	FALSE
FOXN4	ENSG00000139445	ENST00000299162	0.8059	1551	5	0.1747742499	42	0.3941557565	2	8	9	No OMIM disease association	FALSE
HIF1AN	ENSG00000166135	ENST00000299163	0.73948	1047	2	0.5901110582	668	0.5830369907	3	7	7	No OMIM disease association	FALSE
ADAMTS15	ENSG00000166106	ENST00000299164	1.004	2850	1	1.00401911	NA	0.5125536499	2	6	6	No OMIM disease association	FALSE
NDUFB8	ENSG00000166136	ENST00000299166	0.93325	558	1	0.9332601365	NA	0.9355202993	6	5	4	Autosomal recessive only	FALSE
PPP1R14D	ENSG00000166143	ENST00000299174	0.96515	435	1	0.9651324965	NA	1.324687254	8	3	6	No OMIM disease association	FALSE
AVPR1A	ENSG00000166148	ENST00000299178	0.99101	1254	1	0.9910113532	NA	0.9976789419	6	5	4	No OMIM disease association	FALSE
C16orf78	ENSG00000166152	ENST00000299191	1.006	795	1	1.005964569	NA	1.062386001	7	1	3	No OMIM disease association	FALSE
HEATR3	ENSG00000155393	ENST00000299192	0.89847	2040	2	0.826702782	1796	1.16676802	7	6	5	Autosomal recessive only	FALSE
LRTM2	ENSG00000166159	ENST00000299194	0.87685	1110	1	0.8768577922	NA	0.7006189414	4	8	10	No OMIM disease association	FALSE
BAG5	ENSG00000166170	ENST00000299204	0.93013	1341	1	0.930118017	NA	2.598619119	10	5	4	Autosomal recessive only	FALSE
LARP6	ENSG00000166173	ENST00000299213	0.90182	1473	2	0.5912596401	286	1.205596009	8	8	9	No OMIM disease association	FALSE
ZNF319	ENSG00000166188	ENST00000299237	0.7869	1746	3	0.5563618771	519	16.38266011	10	9	9	No OMIM disease association	FALSE
HPS6	ENSG00000166189	ENST00000299238	1.043	2325	1	1.043032663	NA	0.9161986975	5	6	6	Autosomal recessive only	FALSE
CHODL	ENSG00000154645	ENST00000299295	0.99853	819	1	0.9985262715	NA	1.331814264	8	3	4	No OMIM disease association	FALSE
PCBD1	ENSG00000166228	ENST00000299299	0.66092	312	1	0.6609283738	NA	2.048418083	10	5	1	Autosomal recessive only	FALSE
CCT2	ENSG00000166226	ENST00000299300	0.84638	1605	3	0.4064825124	137	0.5073168117	2	10	10	No OMIM disease association	FALSE
GNPTAB	ENSG00000111670	ENST00000299314	0.89426	3768	1	0.8942602211	NA	0.8118008427	5	5	4	Autosomal recessive only	FALSE
DNAAF8	ENSG00000166246	ENST00000299320	1.2587	1560	1	1.258684472	NA	1.324092504	8	1	2	No OMIM disease association	FALSE
SCN3B	ENSG00000166257	ENST00000299333	0.78334	645	1	0.7833273446	NA	0.6679930367	3	8	8	Autosomal dominant only	FALSE
COX11	ENSG00000166260	ENST00000299335	0.9018	828	2	0.7583017374	585	0.9399963056	6	6	7	No OMIM disease association	FALSE
FAM227B	ENSG00000166262	ENST00000299338	1.0695	1524	1	1.069536816	NA	1.607527572	9	2	1	No OMIM disease association	FALSE
CLDN10	ENSG00000134873	ENST00000299339	0.85818	684	1	0.8581752484	NA	1.122244149	7	6	6	Autosomal recessive only	FALSE
C2	ENSG00000166278	ENST00000299367	0.84394	2256	1	0.8439426531	NA	0.9571014336	6	4	5	Other inheritance type	FALSE
ANAPC16	ENSG00000166295	ENST00000299381	0.86204	330	1	0.8620689655	NA	1.93373243	10	7	6	No OMIM disease association	FALSE
TRIM44	ENSG00000166326	ENST00000299413	0.97442	1032	2	0.7080569427	330	0.5111710306	2	7	6	Autosomal dominant only	FALSE
CCDC182	ENSG00000166329	ENST00000299415	1.0622	459	1	1.062207766	NA	1.787718398	9	5	9	No OMIM disease association	FALSE
ILK	ENSG00000166333	ENST00000299421	0.8864	1356	1	0.8863968305	NA	0.7510523047	4	7	6	No OMIM disease association	FALSE
TAF10	ENSG00000166337	ENST00000299424	0.95468	654	1	0.954677267	NA	0.3630144073	2	10	10	No OMIM disease association	FALSE
TPP1	ENSG00000166340	ENST00000299427	0.94395	1689	1	0.9439403531	NA	0.7431168411	4	4	3	Autosomal recessive only	FALSE
MSS51	ENSG00000166343	ENST00000299432	0.91053	1380	1	0.9105290912	NA	1.177875159	7	2	2	No OMIM disease association	FALSE
RAG1	ENSG00000166349	ENST00000299440	0.91429	3129	2	0.8481134776	2314	5.430603378	10	6	5	Other inheritance type	FALSE
DCHS1	ENSG00000166341	ENST00000299441	0.89765	9894	3	0.3133813851	61	0.3277001381	1	9	9	Other inheritance type	FALSE
OR10A5	ENSG00000166363	ENST00000299454	0.97587	951	1	0.9758806728	NA	1.863537018	10	4	7	No OMIM disease association	FALSE
OR2D2	ENSG00000166368	ENST00000299459	1.1074	924	1	1.107440702	NA	1.504238702	9	4	1	No OMIM disease association	FALSE
NLRP14	ENSG00000158077	ENST00000299481	1.086	3279	1	1.086037796	NA	1.219512017	8	1	1	No OMIM disease association	FALSE
PPFIBP2	ENSG00000166387	ENST00000299492	1.1136	2628	1	1.113596123	NA	1.075914526	7	3	3	No OMIM disease association	FALSE
CYB5R2	ENSG00000166394	ENST00000299498	1.2084	828	1	1.208433075	NA	1.454792612	9	1	2	No OMIM disease association	FALSE
SERPINB2	ENSG00000197632	ENST00000299502	1.1023	1245	1	1.102293642	NA	1.116426815	7	1	3	No OMIM disease association	FALSE
GARRE1	ENSG00000166398	ENST00000299505	0.87486	3210	1	0.8748631886	NA	0.6891799408	4	9	9	No OMIM disease association	FALSE
TUB	ENSG00000166402	ENST00000299506	0.98072	1518	3	0.7140124952	364	0.6435298884	3	8	7	Autosomal recessive only	FALSE
IDH3A	ENSG00000166411	ENST00000299518	0.6935	1098	3	0.613532442	801	0.8766721911	5	8	7	Autosomal recessive only	FALSE
CRABP1	ENSG00000166426	ENST00000299529	0.84415	411	1	0.8441314049	NA	0.9439738185	6	6	4	No OMIM disease association	FALSE
RNF169	ENSG00000166439	ENST00000299563	0.97434	2124	2	0.7574971464	718	0.8709294556	5	8	7	No OMIM disease association	FALSE
CHRNA5	ENSG00000169684	ENST00000299565	0.82667	1404	1	0.8266735413	NA	1.426614638	9	5	3	Other inheritance type	FALSE
ATMIN	ENSG00000166454	ENST00000299575	1.0313	2469	1	1.031327698	NA	0.9097018128	5	6	6	No OMIM disease association	FALSE
C16orf46	ENSG00000166455	ENST00000299578	1.29	1185	1	1.290024372	NA	2.388662972	10	2	3	No OMIM disease association	FALSE
LEO1	ENSG00000166477	ENST00000299601	0.77496	1998	4	0.2994765151	198	0.6367237018	3	9	9	No OMIM disease association	FALSE
TMX3	ENSG00000166479	ENST00000299608	0.92977	1362	3	0.5713830127	192	0.8353068402	5	8	7	No OMIM disease association	FALSE
MFAP4	ENSG00000166482	ENST00000299610	0.81038	765	3	0.4346616594	143	0.719548274	4	6	7	No OMIM disease association	FALSE
ALG8	ENSG00000159063	ENST00000299626	0.93964	1578	1	0.9396458258	NA	0.9410141652	6	4	4	Other inheritance type	FALSE
HDGFL3	ENSG00000166503	ENST00000299633	0.82777	609	1	0.8277682249	NA	0.4873726025	2	10	NA	No OMIM disease association	FALSE
POLR2M	ENSG00000255529	ENST00000299638	0.96281	1104	1	0.9628242846	NA	1.352604395	8	7	6	No OMIM disease association	FALSE
CLEC3A	ENSG00000166509	ENST00000299642	1.4848	591	1	1.484777907	NA	2.355389093	10	1	5	No OMIM disease association	FALSE
CLEC4E	ENSG00000166523	ENST00000299663	0.97987	657	1	0.9798905986	NA	1.268841944	8	1	1	No OMIM disease association	FALSE
CLEC4D	ENSG00000166527	ENST00000299665	1.1084	645	1	1.108426341	NA	1.400802426	9	1	1	No OMIM disease association	FALSE
ZNF3	ENSG00000166526	ENST00000299667	0.85066	1338	1	0.8506564048	NA	1.222638796	8	7	6	No OMIM disease association	FALSE
ZNF407	ENSG00000215421	ENST00000299687	0.94716	6744	6	0	42	0.1735989949	1	10	10	Autosomal recessive only	FALSE
A2ML1	ENSG00000166535	ENST00000299698	0.94451	4362	1	0.9445167129	NA	0.9801700484	6	1	2	Autosomal dominant only	FALSE
TMED3	ENSG00000166557	ENST00000299705	0.95743	651	3	0.6458255335	260	1.066250651	7	3	4	No OMIM disease association	FALSE
CPLX4	ENSG00000166569	ENST00000299721	1.0006	480	1	1.000570273	NA	1.672366818	9	2	3	No OMIM disease association	FALSE
GALR1	ENSG00000166573	ENST00000299727	0.96526	1047	1	0.9652636417	NA	0.6087061553	3	2	6	No OMIM disease association	FALSE
CENPV	ENSG00000166582	ENST00000299736	0.89236	816	1	0.680481166	NA	0.9324264959	6	8	8	No OMIM disease association	FALSE
CDH16	ENSG00000166589	ENST00000299752	1.0488	2487	1	1.04880097	NA	0.9010679765	5	1	2	No OMIM disease association	FALSE
RRAD	ENSG00000166592	ENST00000299759	0.96854	924	1	0.9685337107	NA	0.8883854136	5	6	7	No OMIM disease association	FALSE
MC4R	ENSG00000166603	ENST00000299766	1.0112	996	1	1.011156754	NA	1.669489717	9	4	1	Other inheritance type	FALSE
HSP90B1	ENSG00000166598	ENST00000299767	0.70591	2409	8	0.1719591884	40	0.3453661953	1	9	9	No OMIM disease association	FALSE
SLC9A5	ENSG00000135740	ENST00000299798	0.7516	2688	3	0.6320214943	1670	0.7220336871	4	6	5	No OMIM disease association	FALSE
PPP1R16B	ENSG00000101445	ENST00000299824	0.72691	1701	1	0.726910299	NA	0.3963979603	2	9	10	No OMIM disease association	FALSE
POLR3E	ENSG00000058600	ENST00000299853	0.89171	2124	1	0.8917130554	NA	0.5105438166	2	8	5	No OMIM disease association	FALSE
MMP3	ENSG00000149968	ENST00000299855	0.98671	1431	1	0.9867199519	NA	1.048186766	7	1	1	Other inheritance type	FALSE
TVP23A	ENSG00000166676	ENST00000299866	1.0915	639	1	1.091463892	NA	0.6743268317	4	4	3	No OMIM disease association	FALSE
TMPRSS5	ENSG00000166682	ENST00000299882	0.98033	1371	1	0.9803264403	NA	1.02058005	6	1	1	No OMIM disease association	FALSE
COG1	ENSG00000166685	ENST00000299886	0.94475	2940	1	0.9447285123	NA	0.6728439329	4	7	6	Autosomal recessive only	FALSE
GOLM2	ENSG00000166734	ENST00000299957	0.91393	1308	1	0.9139289542	NA	0.8212254418	5	8	6	No OMIM disease association	FALSE
NNMT	ENSG00000166741	ENST00000299964	1.1927	792	1	1.192712246	NA	1.695126114	9	1	4	Other inheritance type	FALSE
SLFN5	ENSG00000166750	ENST00000299977	0.93903	2673	1	0.9390460189	NA	0.9350481976	6	4	1	No OMIM disease association	FALSE
AP1G1	ENSG00000166747	ENST00000299980	0.74802	2466	3	0.5917528342	398	0.1479603347	1	10	10	Other inheritance type	TRUE
BMERB1	ENSG00000166780	ENST00000300006	0.96706	612	1	0.96707255	NA	0.8546004895	5	5	8	No OMIM disease association	FALSE
YPEL4	ENSG00000166793	ENST00000300022	0.74688	381	1	0.7468830863	NA	0.9205998582	5	8	8	No OMIM disease association	FALSE
PPIB	ENSG00000166794	ENST00000300026	0.9824	648	1	0.9824015832	NA	0.7562374196	4	6	2	Autosomal recessive only	FALSE
CIAO2A	ENSG00000166797	ENST00000300030	1.0031	480	1	1.003082389	NA	0.9197469501	5	5	4	No OMIM disease association	FALSE
PCLAF	ENSG00000166803	ENST00000300035	0.88614	333	1	0.8861726509	NA	1.748990591	9	7	8	No OMIM disease association	FALSE
MYH11	ENSG00000133392	ENST00000300036	0.84733	5916	11	0.4832085045	168	0.3591278668	1	8	9	Other inheritance type	FALSE
PLIN1	ENSG00000166819	ENST00000300055	1.0831	1566	1	1.083057684	NA	0.9054935619	5	1	1	Autosomal dominant only	FALSE
PEX11A	ENSG00000166821	ENST00000300056	0.95778	741	1	0.9577911355	NA	2.763609681	10	2	1	No OMIM disease association	FALSE
ANPEP	ENSG00000166825	ENST00000300060	0.94007	2901	1	0.9400555776	NA	0.6184565009	3	6	6	No OMIM disease association	FALSE
SCNN1G	ENSG00000166828	ENST00000300061	0.9024	1947	1	0.9023999223	NA	0.5566684478	3	8	9	Other inheritance type	FALSE
RBPMS2	ENSG00000166831	ENST00000300069	0.88916	627	1	0.8891711654	NA	0.7108001797	4	9	9	No OMIM disease association	FALSE
TERF2IP	ENSG00000166848	ENST00000300086	1.111	1197	1	1.111005241	NA	1.388959559	9	4	4	No OMIM disease association	FALSE
DCTN5	ENSG00000166847	ENST00000300087	0.69065	546	2	0.1576541069	49	1.03724916	6	7	6	No OMIM disease association	FALSE
PLK1	ENSG00000166851	ENST00000300093	0.67046	1809	7	0	41	0.1948625132	1	9	9	No OMIM disease association	FALSE
ZBTB39	ENSG00000166860	ENST00000300101	0.97942	2136	1	0.9794222398	NA	4.474528766	10	6	6	No OMIM disease association	FALSE
CACNG2	ENSG00000166862	ENST00000300105	0.78842	969	2	0.6643342899	597	0.4239166664	2	10	10	Autosomal dominant only	FALSE
CLPX	ENSG00000166855	ENST00000300107	0.80983	1899	2	0.7046774926	1611	0.7178653926	4	8	8	Autosomal dominant only	FALSE
CHP2	ENSG00000166869	ENST00000300113	1.2197	588	1	1.219698708	NA	1.55301375	9	3	4	No OMIM disease association	FALSE
MYO1A	ENSG00000166866	ENST00000300119	0.93962	3129	1	0.9396337678	NA	1.103970046	7	1	1	No OMIM disease association	FALSE
OR4D6	ENSG00000166884	ENST00000300127	0.96248	942	1	0.9624889444	NA	1.642482422	9	5	1	No OMIM disease association	FALSE
NEMP1	ENSG00000166881	ENST00000300128	0.90233	1332	1	0.9023324442	NA	0.8929974446	5	8	9	No OMIM disease association	FALSE
NAB2	ENSG00000166886	ENST00000300131	0.72502	1575	5	0.2605164355	293	0.2809557261	1	9	8	No OMIM disease association	FALSE
STAT6	ENSG00000166888	ENST00000300134	0.75032	2541	4	0.3163632824	100	0.5498485701	3	9	9	No OMIM disease association	FALSE
DPP8	ENSG00000074603	ENST00000300141	0.78248	2646	2	0.5628576819	771	0.4748381087	2	9	9	No OMIM disease association	FALSE
ATP23	ENSG00000166896	ENST00000300145	0.89416	738	1	0.8941683256	NA	1.232497323	8	5	5	No OMIM disease association	FALSE
PATL1	ENSG00000166889	ENST00000300146	0.78638	2310	4	0.180984556	39	0.4551680746	2	9	9	No OMIM disease association	FALSE
MRPL16	ENSG00000166902	ENST00000300151	0.96149	753	1	0.9614799489	NA	1.296685523	8	4	6	No OMIM disease association	FALSE
SCG5	ENSG00000166922	ENST00000300175	0.79303	636	1	0.793039729	NA	1.119541341	7	6	5	No OMIM disease association	FALSE
AGFG2	ENSG00000106351	ENST00000300176	0.94688	1443	1	0.9468858678	NA	0.883468094	5	6	5	No OMIM disease association	FALSE
NYAP1	ENSG00000166924	ENST00000300179	0.96272	2523	1	0.9627459188	NA	0.4837507699	2	10	10	No OMIM disease association	FALSE
TSC22D4	ENSG00000166925	ENST00000300181	0.85597	1185	1	0.8559799967	NA	0.3225471536	1	6	10	No OMIM disease association	FALSE
MS4A7	ENSG00000166927	ENST00000300184	0.95923	720	1	0.9592238675	NA	1.689550645	9	1	2	No OMIM disease association	FALSE
MS4A14	ENSG00000166928	ENST00000300187	1.0474	2037	1	1.047363533	NA	2.110490724	10	2	1	No OMIM disease association	FALSE
MS4A5	ENSG00000166930	ENST00000300190	1.028	600	1	1.027958704	NA	1.281961485	8	3	1	No OMIM disease association	FALSE
EEF1AKMT3	ENSG00000123427	ENST00000300209	0.85366	678	1	0.85365427	NA	1.589389994	9	2	2	No OMIM disease association	FALSE
CCNDBP1	ENSG00000166946	ENST00000300213	0.98631	1080	1	0.9863137654	NA	1.214679872	8	2	2	No OMIM disease association	FALSE
MS4A8	ENSG00000166959	ENST00000300226	0.96657	750	1	0.966571401	NA	1.58701076	9	1	4	No OMIM disease association	FALSE
MAP1A	ENSG00000166963	ENST00000300231	0.86801	8409	3	0.1028841867	71	0.2716662047	1	9	9	No OMIM disease association	FALSE
MAPRE2	ENSG00000166974	ENST00000300249	0.40232	981	2	0.2632644795	596	0.4322119112	2	9	9	Autosomal dominant only	FALSE
EVA1C	ENSG00000166979	ENST00000300255	0.8634	1323	3	0.5086156407	157	0.6776214652	4	5	6	No OMIM disease association	FALSE
TCP10L	ENSG00000242220	ENST00000300258	0.93597	645	1	0.9359605911	NA	0.9110587274	5	2	1	No OMIM disease association	FALSE
PDIA3	ENSG00000167004	ENST00000300289	0.7806	1515	1	0.7805961501	NA	0.5204751775	2	9	9	No OMIM disease association	FALSE
NUDT21	ENSG00000167005	ENST00000300291	0.27538	681	5	0.1257597988	51	0.4358690761	2	10	10	No OMIM disease association	FALSE
NAT16	ENSG00000167011	ENST00000300303	1.1251	1107	1	1.125054089	NA	1.487571399	9	2	4	No OMIM disease association	FALSE
BPIFC	ENSG00000184459	ENST00000300399	0.96747	1521	1	0.9674787271	NA	1.288728618	8	1	3	No OMIM disease association	FALSE
TPX2	ENSG00000088325	ENST00000300403	0.89078	2241	3	0.6174321682	160	0.3616105128	2	9	9	No OMIM disease association	FALSE
PHB	ENSG00000167085	ENST00000300408	0.5592	816	2	0.4817027633	608	0.6897274793	4	9	8	No OMIM disease association	FALSE
SNRPD1	ENSG00000167088	ENST00000300413	0.35513	357	1	0.3551184866	NA	0.3788889142	2	10	10	No OMIM disease association	FALSE
LRSAM1	ENSG00000148356	ENST00000300417	0.8782	2169	1	0.8781990366	NA	0.9443673461	6	4	4	Other inheritance type	FALSE
ACSF2	ENSG00000167107	ENST00000300441	0.82283	1845	1	0.822824991	NA	0.7907905565	4	6	6	No OMIM disease association	FALSE
COQ4	ENSG00000167113	ENST00000300452	0.99208	795	1	0.9920954993	NA	1.443388792	9	2	1	Autosomal recessive only	FALSE
SLC27A4	ENSG00000167114	ENST00000300456	0.93265	1929	1	0.9326542162	NA	0.6351429749	3	6	6	Autosomal recessive only	FALSE
TBC1D21	ENSG00000167139	ENST00000300504	0.99295	1008	1	0.9929417394	NA	0.9487139208	6	3	5	No OMIM disease association	FALSE
COL6A2	ENSG00000142173	ENST00000300527	1.0696	3057	3	0.6109357499	153	0.5530640008	3	6	7	Other inheritance type	TRUE
PRR15L	ENSG00000167183	ENST00000300557	0.98665	309	1	0.9866376631	NA	NA	NA	4	9	No OMIM disease association	FALSE
GPRC5B	ENSG00000167191	ENST00000300571	0.7857	1209	3	0.4413165169	92	0.6970577759	4	7	5	No OMIM disease association	FALSE
CRK	ENSG00000167193	ENST00000300574	0.69103	912	3	0.2935564362	148	0.2979888626	1	10	10	No OMIM disease association	FALSE
TBC1D2B	ENSG00000167202	ENST00000300584	0.86341	2889	4	0.261958401	53	0.764228862	4	6	6	Autosomal recessive only	FALSE
HDHD2	ENSG00000167220	ENST00000300605	0.95416	777	1	0.9541741128	NA	1.603831854	9	4	3	No OMIM disease association	FALSE
ZNF91	ENSG00000167232	ENST00000300619	0.87847	3573	2	0.8106750042	2325	1.321601581	8	4	7	No OMIM disease association	FALSE
GCN1	ENSG00000089154	ENST00000300648	0.75616	8013	8	0.2586652871	81	0.3404945299	1	9	9	No OMIM disease association	FALSE
RNF214	ENSG00000167257	ENST00000300650	0.84548	2109	2	0.7075471698	1229	0.4605240212	2	8	9	No OMIM disease association	FALSE
MED1	ENSG00000125686	ENST00000300651	0.81173	4743	5	0.284373667	70	0.3491021522	1	10	10	Other inheritance type	FALSE
PGAP3	ENSG00000161395	ENST00000300658	0.97628	960	1	0.9762900976	NA	1.027225715	6	4	5	Autosomal recessive only	FALSE
ATP5MG	ENSG00000167283	ENST00000300688	0.91528	309	1	0.9152595866	NA	1.167382823	7	4	4	No OMIM disease association	FALSE
CD3D	ENSG00000167286	ENST00000300692	0.96818	513	1	0.9681685085	NA	1.487864192	9	4	2	Autosomal recessive only	FALSE
